	Title	Price	Baths	Land size	Beds	House size	Brand New	Town	District
3397	House	10300000	2	7.3	3	900.0	0	 Athurugiriya	  Colombo
3398	House	6700000	1	7.0	3	900.0	0	 Panadura	  Kalutara
3399	House	31000000	3	28.0	6	2900.0	0	 Panadura	  Kalutara
3400	House	9000000	1	15.0	3	1350.0	0	 Panadura	  Kalutara
3401	House	29800000	4	10.0	4	2000.0	0	 Kandy City	  Kandy
3402	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3403	House	14200000	2	7.6	3	1070.0	0	 Malabe	  Colombo
3404	House	9900000	1	10.0	3	1325.0	0	 Negombo	  Gampaha
3405	House	55000000	4	12.0	4	3200.0	0	 Talawatugoda	  Colombo
3406	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
3407	House	31500000	4	7.0	4	3000.0	0	 Kotte	  Colombo
3408	House	33500000	4	16.2	6	3600.0	0	 Kottawa	  Colombo
3409	House	27000000	3	7.0	4	2400.0	0	 Kottawa	  Colombo
3410	House	165000000	4	15.2	5	4000.0	0	 Nawala	  Colombo
3411	House	15000000	2	47.0	3	1200.0	0	 Narammala	  Kurunegala
3412	House	14500000	1	8.0	2	1800.0	0	 Athurugiriya	  Colombo
3413	House	18500000	2	7.9	3	1400.0	0	 Malabe	  Colombo
3414	House	23500000	3	6.0	4	2500.0	0	 Malabe	  Colombo
3415	House	66000000	2	29.0	5	4000.0	0	 Battaramulla	  Colombo
3416	House	36000000	3	78.0	4	3600.0	0	 Malabe	  Colombo
3417	House	55000000	5	12.0	5	4300.0	0	 Malabe	  Colombo
3418	House	25500000	2	10.0	6	2500.0	0	 Malabe	  Colombo
3419	House	26000000	3	10.5	4	2400.0	0	 Malabe	  Colombo
3420	House	65000000	5	53.0	7	5700.0	0	 Battaramulla	  Colombo
3421	House	97000000	4	10.0	4	5000.0	0	 Kolonnawa	  Colombo
3422	House	36440000	3	9.11	4	1650.0	0	 Colombo 9	  Colombo
3423	House	32500000	1	10.4	3	2225.0	0	 Battaramulla	  Colombo
3424	House	32500000	4	9.0	5	1900.0	0	 Maharagama	  Colombo
3425	House	14000000	1	16.5	3	1500.0	0	 Matale City	  Matale
3426	House	9500000	2	8.0	3	2080.0	0	 Boralesgamuwa	  Colombo
3427	House	36000000	4	10.0	4	3200.0	0	 Malabe	  Colombo
3428	House	48000000	3	10.12	4	2675.0	0	 Malabe	  Colombo
3429	House	25000000	2	10.0	4	3224.0	0	 Kandana	  Gampaha
3430	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
3431	House	47500000	4	14.8	5	3800.0	0	 Talawatugoda	  Colombo
3432	House	25500000	2		6	6000.0	0	 Rambukkana	  Kegalle
3433	House	44000000	4	7.7	4	3300.0	0	 Talawatugoda	  Colombo
3434	House	60000000	4	15.0	4	4000.0	0	 Talawatugoda	  Colombo
3435	House	80000000	4	10.0	4	3200.0	0	 Kotte	  Colombo
3436	House	4500000	1	5.8	4	1000.0	0	 Kaduwela	  Colombo
3437	House	65000000	4	12.5	5	4000.0	0	 Malabe	  Colombo
3438	House	15800000	2	10.0	3	1600.0	1	 Homagama	  Colombo
3439	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3440	House	15000000	4	38.0	5	2500.0	0	 Rambukkana	  Kegalle
3441	House	55000000	5	11.3	5	5050.0	0	 Panadura	  Kalutara
3442	House	68000000	4	11.0	4	5500.0	0	 Nugegoda	  Colombo
3443	House	110000000	4	9.98	6	3000.0	0	 Colombo 4	  Colombo
3444	House	35000000	1	8.0	4	3000.0	0	 Digana	  Kandy
3445	House	21000000	2	30.0	4	1600.0	0	 Padukka	  Colombo
3446	House	12000000	2	6.7	3	1200.0	0	 Kadawatha	  Gampaha
3447	House	9000000	1	80.0	3	21780.0	0	 Mawanella	  Kegalle
3448	House	6500000	1	17.4	3	3500.8	0	 Wariyapola	  Kurunegala
3449	House	19500000	1	24.0	4	3000.0	0	 Galle City	  Galle
3450	House	8800000	1	8.0	2	1500.0	0	 Ganemulla	  Gampaha
3451	House	33000000	4	10.0	4	4200.0	1	 Piliyandala	  Colombo
3452	House	35000000	2	6.0	3	2400.0	0	 Dehiwala	  Colombo
3453	House	16500000	1	10.5	3	1190.0	0	 Malabe	  Colombo
3454	House	16800000	3	11.5	3	1680.0	0	 Moratuwa	  Colombo
3455	House	775000000	4	40.0	7	7500.0	0	 Colombo 7	  Colombo
3456	House	26000000	3	9.5	4	2380.0	0	 Kottawa	  Colombo
3457	House	110000000	3	50.17	4	3200.0	0	 Talawatugoda	  Colombo
3458	House	29000000	3	3200.0	4	3200.0	0	 Gampaha City	  Gampaha
3459	House	26000000	2	20.0	3	5445.0	0	 Kadawatha	  Gampaha
3460	House	19000000	1	14.0	3	3000.0	0	 Katugastota	  Kandy
3461	House	290000000	2	27.0	4	3000.0	0	 Colombo 5	  Colombo
3462	House	25000000	2	8.42	3	2000.0	0	 Pannipitiya	  Colombo
3463	House	29000000	4	10.08	4	40000.0	0	 Kottawa	  Colombo
3464	House	49500000	3	10.56	4	2675.0	0	 Malabe	  Colombo
3465	House	21500000	2	8.0	3	1450.0	0	 Ratmalana	  Colombo
3466	House	33500000	4	16.0	4	3415.0	0	 Piliyandala	  Colombo
3467	House	45000000	3	10.0	4	3000.0	0	 Dehiwala	  Colombo
3468	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
3469	House	24800000	4	6.0	4	2400.0	0	 Piliyandala	  Colombo
3470	House	16800000	3	11.5	3	1682.0	0	 Piliyandala	  Colombo
3471	House	25500000	4	6.2	4	2840.0	0	 Piliyandala	  Colombo
3472	House	11250000	1	12.58	3	1200.0	0	 Panadura	  Kalutara
3473	House	24800000	4	6.0	4	2544.0	0	 Piliyandala	  Colombo
3474	House	14000000	2	8.0	3	1546.0	0	 Piliyandala	  Colombo
3475	House	78000000	4	14.0	5	6000.0	0	 Battaramulla	  Colombo
3476	House	27000000	3	7.5	5	3250.0	0	 Kottawa	  Colombo
3477	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
3478	House	15500000	2	3.6	3	1200.0	0	 Dehiwala	  Colombo
3479	House	25500000	4	7.0	4	2500.0	0	 Piliyandala	  Colombo
3480	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3481	House	26500000	4	11.0	5	3700.0	1	 Kiribathgoda	  Gampaha
3482	House	55000000	3	18.7	3	4000.0	0	 Talawatugoda	  Colombo
3483	House	27000000	4	7.0	4	2400.0	0	 Pannipitiya	  Colombo
3484	House	170000000	5	27.0	6	7100.0	0	 Nugegoda	  Colombo
3485	House	48000000	4	11.61	4	3500.0	1	 Maharagama	  Colombo
3486	House	22500000	1	7.05	1	2600.0	0	 Talawatugoda	  Colombo
3487	House	24800000	4	6.5	4	2506.0	0	 Piliyandala	  Colombo
3488	House	35000000	1	6.0	2	1633.5	0	 Wellampitiya	  Colombo
3489	House	52500000	3	15.0	4	3700.0	0	 Nugegoda	  Colombo
3490	House	24800000	4	6.0	4	2400.0	1	 Piliyandala	  Colombo
3491	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3492		7500000	2	27.0	4	2400.0	0	 Nittambuwa	  Gampaha
3493	House	100000000	4	20.0	5	6000.0	0	 Battaramulla	  Colombo
3494	House	30000000	2	67.4	4	2248.0	0	 Seeduwa	  Gampaha
3495	House	50000000	4	12.0	5	3500.0	0	 Battaramulla	  Colombo
3496	House	4400000	1	2.5	2	350.0	0	 Angoda	  Colombo
3497	House	19000000	2	9.5	3	1450.0	0	 Athurugiriya	  Colombo
3498	House	7800000	1	3.0	2	850.0	0	 Kolonnawa	  Colombo
3499	House	6500000	1	3.75	2	1500.0	0	 Gampaha City	  Gampaha
3500	House	26000000	3	10.5	5	4000.0	0	 Malabe	  Colombo
3501	House	19000000	2	7.5	4	2150.0	0	 Kottawa	  Colombo
3502	House	45000000	8	12.0	10	5500.0	0	 Boralesgamuwa	  Colombo
3503	House	52000000	4	16.0	4	2500.0	0	 Talawatugoda	  Colombo
3504	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
3505	House	60000000	4	15.0	4	3000.0	0	 Talawatugoda	  Colombo
3506	House	18500000	2	3.0	3	950.0	0	 Athurugiriya	  Colombo
3507	House	16000000	2	17.0	4	2000.0	0	 Athurugiriya	  Colombo
3508	House	42000000	3	10.0	4	3000.0	0	 Maharagama	  Colombo
3509	House	46500000	3	10.0	4	2000.0	0	 Boralesgamuwa	  Colombo
3510	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3511	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3512	House	27500000	2	10.5	7	2500.0	0	 Pannipitiya	  Colombo
3513	House	25000000	2	10.0	5	2600.0	0	 Kottawa	  Colombo
3514	House	48000000	4	10.12	4	2675.0	0	 Athurugiriya	  Colombo
3515	House	56250000	2	18.75	4	2700.0	0	 Nugegoda	  Colombo
3516	House	67200000	2	14.0	3	2500.0	0	 Kotte	  Colombo
3517	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3518	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
3519	House	29000000	3	8.0	4	2800.0	0	 Malabe	  Colombo
3520	House	89500000	5	18.0	8	7500.0	0	 Kotte	  Colombo
3521	House	40000000	3	8.0	4	2300.0	0	 Kandana	  Gampaha
3522	House	37000000	2	17.5	3	2000.0	0	 Nugegoda	  Colombo
3523	House	5950000	2	34.0	3	700.0	0	 Buttala	  Monaragala
3525	House	30000000	4	10.0	8	4400.0	0	 Boralesgamuwa	  Colombo
3526	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
3527	House	24000000	3	6.5	4	2500.0	0	 Nugegoda	  Colombo
3528	House	7800000	1	9.0	2	925.0	0	 Meegoda	  Colombo
3529	House	22500000	4	15.0	6	2450.0	0	 Kottawa	  Colombo
3530	House	22500000	3	6.3	4	2200.0	0	 Malabe	  Colombo
3531	House	17500000	1	8.5	4	2500.0	0	 Kandana	  Gampaha
3532	House	26500000	4	6.5	4	2200.0	0	 Malabe	  Colombo
3533	House	17500000	4	7.5	4	1800.0	0	 Kottawa	  Colombo
3534	House	17500000	3	10.0	5	2500.0	0	 Kottawa	  Colombo
3535	House	33500000	5	16.0	6	3600.0	0	 Kottawa	  Colombo
3536	House	19500000	3	8.0	3	1600.0	0	 Kottawa	  Colombo
3537	House	165000000	3	16.3	5	3500.0	0	 Colombo 5	  Colombo
3538	House	29500000	4	13.0	6	3800.0	0	 Kottawa	  Colombo
3539	House	17500000	2	13.0	4	1830.0	0	 Kottawa	  Colombo
3540	House	35000000	2	10.0	4	2400.0	0	 Kottawa	  Colombo
3541	House	16500000	2	5.1	2	1200.0	0	 Dehiwala	  Colombo
3542	House	200000000	6	20.0	6	9000.0	0	 Kotte	  Colombo
3543	House	22500000	1	4.25	2	1500.0	0	 Wellampitiya	  Colombo
3544	House	15000000	1	30.0	3	2100.0	0	 Digana	  Kandy
3545	House	80000000	4	16.0	4	3800.0	0	 Battaramulla	  Colombo
3546	House	4500000	1	6.0	2	800.0	0	 Piliyandala	  Colombo
3547	House	35000000	4	8.0	3	2500.0	0	 Kotte	  Colombo
3548		45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
3549	House	25500000	4	10.0	5	2800.0	0	 Piliyandala	  Colombo
3550	House	19000000	2	11.4	3	1900.0	0	 Malabe	  Colombo
3551	House	14200000	2	9.0	2	1200.0	0	 Kottawa	  Colombo
3552	House	8500000	1	3.97	3	1080.0	0	 Mawanella	  Kegalle
3553	House	29000000	4	10.0	4	2600.0	0	 Athurugiriya	  Colombo
3554	House	28000000	4	10.0	4	2800.0	0	 Athurugiriya	  Colombo
3555	House	30000000	1	12.6	3	1200.0	0	 Kandy City	  Kandy
3556	House	14500000	2	10.0	3	1350.0	0	 Athurugiriya	  Colombo
3557	House	16500000	2	7.5	3	1500.0	0	 Athurugiriya	  Colombo
3558	House	14500000	3	6.0	3	1200.0	0	 Athurugiriya	  Colombo
3559	House	17500000	2	7.5	3	1950.0	0	 Malabe	  Colombo
3560	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
3561	House	20000000	2	11.4	4	2100.0	0	 Malabe	  Colombo
3562	House	13000000	1	6.87	3	1350.0	0	 Kadawatha	  Gampaha
3563	House	20000000	3	6.5	3	2000.0	1	 Athurugiriya	  Colombo
3564	House	22000000	4	6.0	5	2067.0	1	 Athurugiriya	  Colombo
3565	House	23000000	3	7.0	4	2200.0	0	 Athurugiriya	  Colombo
3566	House	11900000	1	20.0	3	3000.0	0	 Peradeniya	  Kandy
3567	House	18500000	3	8.0	3	1400.0	0	 Piliyandala	  Colombo
3568	House	260000000	7	20.0	7	5300.0	0	 Colombo 4	  Colombo
3569	House	110000000	3	50.0	4	3000.0	0	 Talawatugoda	  Colombo
3570	House	7500000	1	10.0	3	850.0	0	 Peradeniya	  Kandy
3571	House	18500000	2	12.0	4	3010.0	0	 Homagama	  Colombo
3572	House	29000000	4	10.0	4	2600.0	0	 Malabe	  Colombo
3573	House	28000000	4	10.0	4	2800.0	1	 Malabe	  Colombo
3574	House	14500000	2	6.0	4	1500.0	0	 Piliyandala	  Colombo
3575	House	66000000	4	14.0	4	3500.0	0	 Rajagiriya	  Colombo
3576	House	12500000	2	8.8	3	1600.0	0	 Piliyandala	  Colombo
3577	House	48500000	4	14.0	6	3000.0	0	 Piliyandala	  Colombo
3578	House	110000000	3	50.2	4	3000.0	0	 Talawatugoda	  Colombo
3579	House	53000000	4	16.0	4	3000.0	1	 Talawatugoda	  Colombo
3580	House	60000000	4	15.0	4	3000.0	1	 Talawatugoda	  Colombo
3581	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
3582	House	11000000	2	10.0	5	1750.0	0	 Negombo	  Gampaha
3583	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
3584	House	30500000	3	7.5	4	3200.0	0	 Piliyandala	  Colombo
3585	House	60000000	4	15.0	4	3000.0	0	 Talawatugoda	  Colombo
3586	House	44000000	4	7.7	4	3500.0	0	 Talawatugoda	  Colombo
3587	House	33000000	4	10.0	4	3850.0	0	 Piliyandala	  Colombo
3588	House	18500000	1	11.0	3	1500.0	0	 Ragama	  Gampaha
3589	House	9800000	1	9.0	2	1100.0	0	 Piliyandala	  Colombo
3590	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
3591	House	26000000	3	8.5	4	2500.0	0	 Piliyandala	  Colombo
3592	House	46000000	4	12.0	6	3950.0	0	 Nugegoda	  Colombo
3593	House	23500000	1	29.0	3	1350.0	0	 Negombo	  Gampaha
3594	House	14000000	2	8.0	3	1500.0	0	 Piliyandala	  Colombo
3595	House	15000000	1	10.5	2	1350.0	0	 Negombo	  Gampaha
3596	House	25500000	3	6.2	4	2600.0	0	 Piliyandala	  Colombo
3597	House	21500000	4	9.5	4	2874.0	0	 Piliyandala	  Colombo
3598	House	26000000	3	7.0	4	2200.0	0	 Piliyandala	  Colombo
3599	House	100000000	4	9.15	5	4312.0	0	 Nugegoda	  Colombo
3600	House	56000000	4	10.68	4	3800.0	0	 Talawatugoda	  Colombo
3601	House	14500000	2	10.0	3	1350.0	0	 Malabe	  Colombo
3602	House	16500000	2	7.5	3	1250.0	1	 Malabe	  Colombo
3603	House	33500000	4	16.0	5	3475.0	0	 Piliyandala	  Colombo
3604	House	19000000	2	11.4	3	1900.0	1	 Malabe	  Colombo
3605	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
3606	House	7400000	2	17.0	4	4628.0	0	 Kurunegala City	  Kurunegala
3607	House	27500000	4	11.5	4	2800.0	0	 Malabe	  Colombo
3608	House	23500000	4	6.0	4	2000.0	0	 Malabe	  Colombo
3609	House	27000000	4	10.0	7	3800.0	0	 Malabe	  Colombo
3610	House	27500000	3	9.25	5	1800.0	0	 Pannipitiya	  Colombo
3611	House	33000000	3	15.0	4	3300.0	0	 Malabe	  Colombo
3612	House	19300000	4	6.2	4	2800.0	1	 Piliyandala	  Colombo
3613	House	34000000	4	9.0	4	3214.0	0	 Piliyandala	  Colombo
3614	House	22500000	3	7.0	4	2800.0	1	 Homagama	  Colombo
3615	House	14000000	2	8.0	3	1542.0	0	 Piliyandala	  Colombo
3616	House	18500000	3	8.0	3	1574.0	0	 Piliyandala	  Colombo
3617	House	14000000	2	8.0	3	1574.0	0	 Piliyandala	  Colombo
3618	House	14000000	2	10.0	3	1542.0	0	 Piliyandala	  Colombo
3619	House	25500000	4	7.0	4	2865.0	0	 Piliyandala	  Colombo
3620	House	24800000	4	6.0	4	2874.0	0	 Piliyandala	  Colombo
3621	House	42000000	3	10.0	4	3000.0	0	 Battaramulla	  Colombo
3622	House	24800000	4	6.0	4	2875.0	0	 Piliyandala	  Colombo
3623	House	25500000	4	7.5	4	2589.0	0	 Piliyandala	  Colombo
3624	House	21500000	3	9.5	3	2574.0	0	 Piliyandala	  Colombo
3625	House	28000000	4	10.0	4	2875.0	0	 Piliyandala	  Colombo
3626	House	27500000	4	7.5	4	2875.0	0	 Piliyandala	  Colombo
3627	House	36700000	5	11.5	5	3900.0	0	 Kottawa	  Colombo
3628	House	25500000	5	7.5	4	2986.0	0	 Piliyandala	  Colombo
3629	House	18500000	3	8.0	3	1550.0	1	 Piliyandala	  Colombo
3630	House	33000000	4	10.0	5	4150.0	1	 Piliyandala	  Colombo
3631	House	16000000	3	10.5	5	2000.0	0	 Ratmalana	  Colombo
3632	House	16800000	2	10.0	3	1900.0	1	 Panadura	  Kalutara
3633	House	36700000	5	11.5	5	3900.0	1	 Piliyandala	  Colombo
3634	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3635	House	18500000	3	8.0	3	1900.0	0	 Piliyandala	  Colombo
3636	House	18500000	3	8.0	3	2000.0	0	 Piliyandala	  Colombo
3637	House	51000000	3	10.0	4	3650.0	1	 Talawatugoda	  Colombo
3638	House	25500000	4	7.0	4	2532.0	0	 Piliyandala	  Colombo
3639	House	14000000	2	10.0	3	1500.0	0	 Piliyandala	  Colombo
3640	House	80000000	3	17.5	4	2300.0	0	 Kotte	  Colombo
3641	House	49600000	3	15.5	3	1200.0	0	 Moratuwa	  Colombo
3642	House	65000000	4	10.0	5	4000.0	0	 Malabe	  Colombo
3643	House	42500000	3	11.0	4	3300.0	0	 Talawatugoda	  Colombo
3644	House	42000000	3	10.0	4	3000.0	0	 Talawatugoda	  Colombo
3645	House	60000000	2	105.0	2	1500.0	0	 Ratmalana	  Colombo
3646	House	110000000	3	50.17	4	3000.0	0	 Talawatugoda	  Colombo
3647	House	97500000	7	23.0	7	7000.0	0	 Battaramulla	  Colombo
3648	House	195000000	5	15.0	6	7500.0	0	 Colombo 5	  Colombo
3649	House	36440000	2	9.11	4	1650.0	0	 Colombo 9	  Colombo
3650	House	69000000	3	11.2	4	4500.0	1	 Kotte	  Colombo
3651	House	26000000	3	9.8	4	2800.0	0	 Maharagama	  Colombo
3652	House	17800000	3	6.2	3	1800.0	0	 Kesbewa	  Colombo
3653	House	29500000	3	12.0	5	3000.0	0	 Malabe	  Colombo
3654	House	45000000	3	20.0	5	3877.0	0	 Wattala	  Gampaha
3655	House	16000000	4	20.0	4	2500.0	0	 Kandana	  Gampaha
3656	House	180000000	5	8.5	5	4600.0	0	 Colombo 5	  Colombo
3657	House	110000000	3	51.0	4	3000.0	0	 Talawatugoda	  Colombo
3658	House	42000000	2	15.0	3	2200.0	0	 Kotte	  Colombo
3659	House	27000000	3	7.5	5	3200.0	0	 Kesbewa	  Colombo
3660	House	16500000	3	6.0	4	1400.0	1	 Kolonnawa	  Colombo
3661	House	12000000	2	21.0	3	1950.0	0	 Piliyandala	  Colombo
3662	House	130000000	5	62.0	5	5800.0	0	 Battaramulla	  Colombo
3663	House	45000000	3	11.0	4	3800.0	1	 Talawatugoda	  Colombo
3664	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3665	House	24000000	3	8.5	6	2800.0	0	 Moratuwa	  Colombo
3666	House	41000000	4	8.0	4	3750.0	0	 Moratuwa	  Colombo
3667	House	35000000	3	6.0	4	2700.0	0	 Battaramulla	  Colombo
3668	House	50000000	4	10.0	4	4000.0	0	 Talawatugoda	  Colombo
3669	House	24500000	5	6.0	5	2500.0	0	 Battaramulla	  Colombo
3670	House	24500000	5	6.0	5	2550.0	0	 Boralesgamuwa	  Colombo
3671	House	25500000	5	7.0	4	2500.0	0	 Piliyandala	  Colombo
3672	House	24800000	3	6.0	4	2400.0	0	 Piliyandala	  Colombo
3673	House	25500000	3	7.5	4	2550.0	1	 Piliyandala	  Colombo
3674	House	4700000	1	7.5	3	1800.0	0	 Gampaha City	  Gampaha
3675	House	12500000	3	7.7	2	1300.0	0	 Kottawa	  Colombo
3676	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3677	House	29500000	3	20.0	4	2500.0	0	 Negombo	  Gampaha
3678	House	16000000	2	6.0	3	2000.0	0	 Talawatugoda	  Colombo
3679	House	9900000	1	10.0	3	1325.0	0	 Negombo	  Gampaha
3680	House	190000000	8	20.5	8	10000.0	0	 Talawatugoda	  Colombo
3681	House	48000000	4	10.1	4	2675.0	1	 Malabe	  Colombo
3682	House	40000000	2	10.3	4	4120.0	0	 Maharagama	  Colombo
3683	House	52000000	3	16.0	4	4200.0	0	 Pannipitiya	  Colombo
3684	House	50000000	5	7.0	4	4500.0	1	 Nugegoda	  Colombo
3685	House	27000000	3	12.0	4	2750.0	0	 Maharagama	  Colombo
3686	House	35000000	2	10.0	4	2400.0	0	 Kottawa	  Colombo
3687	House	44000000	4	10.0	6	3300.0	0	 Maharagama	  Colombo
3688	House	32000000	2	6.5	5	2500.0	0	 Rajagiriya	  Colombo
3689	House	104000000	3	14.8	4	3000.0	0	 Dehiwala	  Colombo
3690	House	62000000	3	20.0	4	1500.0	0	 Kotte	  Colombo
3691	House	27000000	3	7.0	4	2400.0	0	 Kottawa	  Colombo
3692	House	29500000	3	12.0	4	3000.0	0	 Kottawa	  Colombo
3693	House	32000000	3	12.0	3	3300.0	0	 Kottawa	  Colombo
3694	House	17500000	2	7.5	4	2000.0	0	 Kottawa	  Colombo
3695	House	26000000	3	13.0	4	2000.0	0	 Kottawa	  Colombo
3696	House	70000000	6	17.0	5	7240.0	0	 Kottawa	  Colombo
3697	House	22000000	2	10.0	3	2200.0	0	 Kottawa	  Colombo
3698	House	47000000	5	14.7	4	4500.0	0	 Negombo	  Gampaha
3699	House	33500000	4	16.4	6	3600.0	0	 Kottawa	  Colombo
3700	House	26500000	3	20.0	4	3200.0	0	 Kandy City	  Kandy
3701	House	37500000	5	14.5	4	4500.0	0	 Kottawa	  Colombo
3702	House	17500000	2	17.2	5	2100.0	0	 Kottawa	  Colombo
3703	House	42000000	4	16.0	5	6000.0	0	 Kottawa	  Colombo
3704	House	22500000	3	7.0	4	2900.0	0	 Homagama	  Colombo
3705	House	54800000	3	7.31	5	1650.0	0	 Boralesgamuwa	  Colombo
3706	House	23000000	2	10.0	3	1200.0	0	 Boralesgamuwa	  Colombo
3707	House	67500000	4	12.0	4	4000.0	0	 Boralesgamuwa	  Colombo
3708	House	20000000	2	4.5	4	2000.0	0	 Boralesgamuwa	  Colombo
3709	House	12500000	2	7.1	3	1275.0	0	 Kadawatha	  Gampaha
3710	House	42500000	3	6.5	5	3200.0	0	 Nugegoda	  Colombo
3711	House	140000000	5	7.0	6	4700.0	0	 Colombo 5	  Colombo
3712	House	27000000	4	11.5	10	4000.0	0	 Nugegoda	  Colombo
3713	House	75000000	2	28.0	5	2400.0	0	 Kurunegala City	  Kurunegala
3714	House	29100000	2	13.0	3	1900.0	0	 Nugegoda	  Colombo
3715	House	23500000	3	7.0	5	3100.0	0	 Piliyandala	  Colombo
3716	House	84000000	4	17.0	6	5200.0	0	 Moratuwa	  Colombo
3717	House	55000000	4	12.0	4	2800.0	0	 Battaramulla	  Colombo
3718	House	135000000	5	16.17	5	4500.0	0	 Kotte	  Colombo
3719	House	20000000	3	10.2	3	2400.0	0	 Talawatugoda	  Colombo
3720	House	14000000	2	8.0	3	1522.0	1	 Piliyandala	  Colombo
3721	House	24500000	3	10.0	3	2350.0	1	 Malabe	  Colombo
3722	House	35000000	4	8.0	5	3500.0	0	 Battaramulla	  Colombo
3723	House	28500000	4	7.5	4	2800.0	0	 Piliyandala	  Colombo
3724	House	6000000	2	2.0	2	950.0	0	 Moratuwa	  Colombo
3725	House	55000000	2	12.0	4	2800.0	0	 Battaramulla	  Colombo
3726	House	75000000	5	35.0	6	6600.0	0	 Galle City	  Galle
3727	House	32500000	2	8.0	3	1400.0	0	 Dehiwala	  Colombo
3728	House	7800000	4	55.0	7	3000.0	0	 Wennappuwa	  Puttalam
3729	House	43000000	1	9.8	3	1300.0	0	 Dehiwala	  Colombo
3730	House	45000000	4	20.0	10	4900.0	0	 Gampola	  Kandy
3731	House	16500000	1	10.0	2	1750.0	0	 Talawatugoda	  Colombo
3732	House	29000000	4	13.0	5	2400.0	0	 Pannipitiya	  Colombo
3733	House	20000000	3	8.0	3	2750.0	0	 Kottawa	  Colombo
3734	House	115000000	4	22.0	5	4800.0	0	 Talawatugoda	  Colombo
3735	House	12000000	1	15.0	3	1350.0	1	 Gampaha City	  Gampaha
3736	House	40000000	2	7.0	3	3300.0	0	 Talawatugoda	  Colombo
3737	House	49500000	4	10.0	4	4200.0	1	 Talawatugoda	  Colombo
3738	House	23000000	2	10.4	4	2500.0	0	 Kandana	  Gampaha
3739	House	110000000	3	50.0	4	3000.0	0	 Talawatugoda	  Colombo
3740	House	8100000	1	11.0	3	1440.0	0	 Athurugiriya	  Colombo
3741	House	47500000	4	14.8	5	3800.0	0	 Talawatugoda	  Colombo
3742	House	28500000	4	8.5	4	3000.0	0	 Piliyandala	  Colombo
3743	House	45000000	4	11.0	5	3800.0	0	 Talawatugoda	  Colombo
3744	House	80000000	5	20.0	6	7300.0	1	 Kalutara City	  Kalutara
3745	House	46000000	4	10.5	5	3500.0	0	 Nugegoda	  Colombo
3746	House	42500000	5	13.2	8	5000.0	0	 Nugegoda	  Colombo
3747	House	63000000	6	12.0	6	4000.0	0	 Nugegoda	  Colombo
3748	House	55000000	4	25.0	6	4800.0	0	 Moratuwa	  Colombo
3749	House	14000000	2	10.0	3	1200.0	0	 Homagama	  Colombo
3750	House	26500000	3	6.5	4	2800.0	1	 Malabe	  Colombo
3751	House	36000000	4	10.0	4	32000.0	0	 Malabe	  Colombo
3752	House	15000000	2	6.9	3	1139.0	0	 Homagama	  Colombo
3753	House	65000000	4	12.5	5	4000.0	0	 Malabe	  Colombo
3754	House	135000000	5	62.0	5	5000.0	0	 Malabe	  Colombo
3755	House	7500000	2	12.0	2	1200.0	0	 Gampola	  Kandy
3756	House	60000000	4	13.0	4	3500.0	1	 Kotte	  Colombo
3757	House	8800000	1	8.0	2	1200.0	0	 Ganemulla	  Gampaha
3758	House	190000000	8	20.5	8	10000.0	1	 Pannipitiya	  Colombo
3759	House	85000000	5	45.0	5	4500.0	1	 Pannipitiya	  Colombo
3760	House	3500000	1	10.0	3	1200.0	0	 Homagama	  Colombo
3761	House	35000000	2	20.0	3	2500.0	0	 Pannipitiya	  Colombo
3762	House	9300000	2	8.0	4	1800.0	0	 Homagama	  Colombo
3763	House	64000000	7	17.5	5	2500.0	0	 Pannipitiya	  Colombo
3764	House	33000000	4	8.0	4	3000.0	0	 Kottawa	  Colombo
3765	House	26500000	3	10.0	5	3000.0	1	 Homagama	  Colombo
3766	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
3767	House	29500000	3	8.0	4	4000.0	0	 Kottawa	  Colombo
