	Title	Price	Baths	Land size	Beds	House size	Brand New	Town	District
7171	House	2975000	1	17.5	3	875.0	0	 Divulapitiya	  Gampaha
7172	House	27500000	3	5.2	5	3000.0	0	 Kelaniya	  Gampaha
7173	House	42000000	4	12.5	5	6000.0	0	 Matara City	  Matara
7174	House	195000000	3	20.0	4	5000.0	0	 Colombo 5	  Colombo
7175	House	39500000	3	7.75	5	2122.0	0	 Dehiwala	  Colombo
7176	House	27500000	4	20.0	4	4000.0	0	 Kadawatha	  Gampaha
7177	House	29000000	3	11.0	4	4500.0	0	 Kandy City	  Kandy
7178	House	100000000	7	14.75	9	6500.0	0	 Mount Lavinia	  Colombo
7179	House	15000000	1	10.0	2	1300.0	0	 Negombo	  Gampaha
7180	House	159000000	3	16.3	5	3500.0	0	 Colombo 5	  Colombo
7181	House	100000000	3	20.5	4	3500.0	0	 Nugegoda	  Colombo
7182	House	7800000	2	6.0	4	2100.0	0	 Angoda	  Colombo
7183	House	6800000	1	6.0	2	1500.0	0	 Kottawa	  Colombo
7184	House	32000000	2	10.0	4	2100.0	0	 Moratuwa	  Colombo
7185	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7186	House	65000000	4	54.0	4	3200.0	0	 Ragama	  Gampaha
7187	House	18500000	2	14.0	4	2000.0	0	 Pannipitiya	  Colombo
7188	House	16000000	1	20.0	3	1600.0	0	 Kurunegala City	  Kurunegala
7189	House	21000000	2	9.0	3	2000.0	0	 Kandy City	  Kandy
7190	House	7000000	2	15.0	3	1280.0	0	 Peradeniya	  Kandy
7191	House	14500000	2	5.3	3	800.0	0	 Mount Lavinia	  Colombo
7192	House	90000000	3	14.2	4	2352.0	0	 Colombo 5	  Colombo
7193		20000000	3	20.35	5	2200.0	0	 Ambalangoda	  Galle
7194	House	49500000	3	10.12	4	2850.0	1	 Malabe	  Colombo
7195	House	36000000	3	7.8	4	3600.0	1	 Malabe	  Colombo
7196	House	25000000	4	11.0	4	4300.0	0	 Malabe	  Colombo
7197	House	23000000	3	7.0	4	2200.0	1	 Athurugiriya	  Colombo
7198	House	19000000	3	18.2	4	2600.0	0	 Athurugiriya	  Colombo
7199	House	25000000	3	11.0	4	4800.0	0	 Kaduwela	  Colombo
7200	House	26000000	2	4.0	5	1100.0	0	 Mount Lavinia	  Colombo
7201	House	26500000	2	10.0	4	2450.0	0	 Kelaniya	  Gampaha
7202	House	39000000	2	12.0	2	1500.0	0	 Moratuwa	  Colombo
7203	House	26500000	3	43.0	3	2850.0	0	 Negombo	  Gampaha
7204	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7205	House	28500000	4	10.0	5	4100.0	1	 Kesbewa	  Colombo
7206	House	30000000	3	11.5	6	2800.0	0	 Malabe	  Colombo
7207	House	75000000	4	9.15	5	3000.0	1	 Battaramulla	  Colombo
7208	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7209	House	29000000	5	8.0	6	3400.0	0	 Moratuwa	  Colombo
7210	House	49500000	4	10.0	4	3900.0	0	 Battaramulla	  Colombo
7211	House	65000000	3	10.0	5	4000.0	1	 Battaramulla	  Colombo
7212	House	28000000	2	10.5	4	2000.0	0	 Battaramulla	  Colombo
7213	House	80000000	4	40.0	5	8500.0	0	 Ja-Ela	  Gampaha
7214	House	49500000	4	10.0	4	3900.0	0	 Pannipitiya	  Colombo
7215	House	14200000	2	7.86	3	1100.0	0	 Malabe	  Colombo
7216	House	22500000	3	10.0	5	2500.0	0	 Malabe	  Colombo
7217	House	60000000	6	40.0	7	5600.0	0	 Peradeniya	  Kandy
7218	House	14500000	2	26.0	4	1500.0	0	 Kaduwela	  Colombo
7219	House	14500000	2	26.0	4	1500.0	0	 Hanwella	  Colombo
7220	House	16500000	1	15.5	3	1200.0	0	 Kottawa	  Colombo
7221	House	8500000	1	12.0	2	1800.0	0	 Negombo	  Gampaha
7222	House	3500000	1	30.0	3	650.0	0	 Elpitiya	  Galle
7223	House	30000000	2	10.0	5	850.0	0	 Mount Lavinia	  Colombo
7224	House	16500000	3	13.0	5	2259.0	0	 Piliyandala	  Colombo
7225	House	47500000	2	6.5	3	1850.0	0	 Nawala	  Colombo
7226	House	25000000	2	10.5	3	800.0	0	 Ratmalana	  Colombo
7227	House	26000000	4	10.5	4	2400.0	0	 Malabe	  Colombo
7228	House	10500000	1	5.5	3	700.0	0	 Mount Lavinia	  Colombo
7229	House	26000000	2	6.0	3	1500.0	1	 Dehiwala	  Colombo
7230	House	26500000	3	6.5	4	2200.0	0	 Malabe	  Colombo
7231	House	8000000	1	16.0	3	1300.0	0	 Negombo	  Gampaha
7232	House	7500000	1	8.0	3	2100.0	0	 Panadura	  Kalutara
7233	House	165000000	5	8.5	5	4600.0	0	 Colombo 5	  Colombo
7234	House	6000000	1	10.0	2	1000.0	0	 Ambalantota	  Hambantota
7235	House	49500000	4	10.0	4	3900.0	0	 Talawatugoda	  Colombo
7236	House	37000000	2	17.5	3	2000.0	0	 Nugegoda	  Colombo
7237	House	7000000	2	20.0	5	1500.0	0	 Bandarawela	  Badulla
7238	House	17500000	2	8.08	3	1085.0	0	 Kandy City	  Kandy
7239	House	18500000	2	9.0	3	1800.0	0	 Kaduwela	  Colombo
7240	House	31500000	4	13.2	4	2100.0	0	 Negombo	  Gampaha
7241	House	3600000	1	6.5	2	1200.0	0	 Ganemulla	  Gampaha
7242	House	33000000	2	10.0	4	3850.0	0	 Piliyandala	  Colombo
7243	House	15000000	1	10.5	2	1300.0	0	 Negombo	  Gampaha
7244	House	9900000	1	10.0	3	1390.0	0	 Negombo	  Gampaha
7245	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7246	House	55000000	4	7.96	5	3500.0	0	 Mount Lavinia	  Colombo
7247	House	40000000	3	14.0	5	3000.0	0	 Kohuwala	  Colombo
7248	House	25500000	3	6.2	4	2600.0	0	 Piliyandala	  Colombo
7249	House	36000000	4	10.0	4	3000.0	1	 Malabe	  Colombo
7250	House	13500000	1	14.0	3	1400.0	0	 Piliyandala	  Colombo
7251	House	13500000	1	14.0	3	1400.0	0	 Piliyandala	  Colombo
7252	House	26000000	3	7.0	4	2400.0	0	 Piliyandala	  Colombo
7253	House	40000000	3	8.5	5	2500.0	0	 Dehiwala	  Colombo
7254	House	21000000	2	8.0	4	3000.0	0	 Wattala	  Gampaha
7255	House	20000000	2	7.0	4	1700.0	0	 Angoda	  Colombo
7256	House	27000000	4	10.0	7	3800.0	0	 Malabe	  Colombo
7257	House	23000000	3	8.0	3	1800.0	0	 Piliyandala	  Colombo
7258	House	22500000	3	6.3	4	2200.0	0	 Malabe	  Colombo
7259	House	24000000	2	6.5	4	2200.0	0	 Nugegoda	  Colombo
7260	House	49500000	4	10.0	4	4200.0	0	 Talawatugoda	  Colombo
7261	House	25000000	3	10.0	5	2300.0	1	 Piliyandala	  Colombo
7262	House	36000000	4	10.0	4	3200.0	0	 Malabe	  Colombo
7263	House	16500000	2	7.5	3	1250.0	1	 Malabe	  Colombo
7264	House	26500000	3	6.5	4	2500.0	0	 Malabe	  Colombo
7265	House	115000000	4	22.0	5	4500.0	0	 Battaramulla	  Colombo
7266	House	20000000	1	7.8	4	1200.0	0	 Wattala	  Gampaha
7267	House	14500000	1	7.0	2	1400.0	0	 Maharagama	  Colombo
7268	House	55000000	3	21.0	4	4000.0	0	 Battaramulla	  Colombo
7269	House	10800000	1	15.5	3	4220.0	0	 Matara City	  Matara
7270	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
7271	House	28000000	4	10.0	4	2800.0	1	 Malabe	  Colombo
7273	House	29000000	4	10.0	4	2600.0	1	 Malabe	  Colombo
7274	House	13500000	1	19.4	3	5173.0	0	 Kadawatha	  Gampaha
7275	House	6000000	1	7.0	3	1907.0	0	 Kadawatha	  Gampaha
7276	House	17500000	3	10.0	5	2500.0	1	 Kottawa	  Colombo
7277	House	66000000	3	29.0	5	4000.0	0	 Malabe	  Colombo
7278	House	33500000	5	16.0	6	3600.0	1	 Kottawa	  Colombo
7279	House	109150000	4	59.0	5	3500.0	0	 Talawatugoda	  Colombo
7280	House	66000000	3	29.0	5	4000.0	0	 Battaramulla	  Colombo
7281	House	27000000	4	8.0	4	2680.0	0	 Kottawa	  Colombo
7282	House	26500000	3	3200.0	4	8712.0	0	 Kadawatha	  Gampaha
7283	House	28000000	4	10.0	4	2800.0	1	 Athurugiriya	  Colombo
7284	House	52500000	3	12.2	5	2750.0	0	 Battaramulla	  Colombo
7285	House	20500000	3	6.5	3	2000.0	1	 Athurugiriya	  Colombo
7286	House	16500000	2	7.5	3	1500.0	0	 Athurugiriya	  Colombo
7287	House	55000000	4	12.2	4	3800.0	0	 Battaramulla	  Colombo
7288	House	36000000	5	6.0	5	4000.0	0	 Maharagama	  Colombo
7289	House	26500000	3	10.0	4	3500.0	0	 Negombo	  Gampaha
7290	House	25000000	1	20.0	3	2500.0	0	 Negombo	  Gampaha
7291	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7292	House	9500000	2	5.0	3	1200.0	0	 Boralesgamuwa	  Colombo
7293	House	33000000	3	6.0	3	1500.0	0	 Nugegoda	  Colombo
7294	House	14500000	3	6.0	3	1200.0	1	 Athurugiriya	  Colombo
7295	House	22000000	4	6.0	5	2067.0	1	 Athurugiriya	  Colombo
7296	House	13000000	2	11.0	4	2750.0	0	 Negombo	  Gampaha
7297	House	64000000	7	17.5	5	2500.0	0	 Talawatugoda	  Colombo
7298	House	65000000	4	7.47	5	4630.0	0	 Kolonnawa	  Colombo
7299	House	110000000	3	50.0	4	3000.0	0	 Talawatugoda	  Colombo
7300	House	37800000	1	13.5	3	1750.0	0	 Negombo	  Gampaha
7301	House	44000000	4	7.7	4	3300.0	0	 Talawatugoda	  Colombo
7302	House	60000000	4	15.0	4	4000.0	0	 Talawatugoda	  Colombo
7303	House	49500000	4	10.0	4	3900.0	0	 Talawatugoda	  Colombo
7304	House	53000000	4	16.0	4	3000.0	0	 Talawatugoda	  Colombo
7305	House	120000000	8	26.0	6	5500.0	0	 Ja-Ela	  Gampaha
7306	House	120000000	8	26.0	6	5500.0	0	 Wattala	  Gampaha
7307	House	64000000	7	17.5	5	2800.0	0	 Talawatugoda	  Colombo
7308	House	40000000	5	11.0	5	3500.0	0	 Talawatugoda	  Colombo
7309	House	19000000	2	26.5	3	2500.0	0	 Negombo	  Gampaha
7310	House	23500000	4	7.0	4	2200.0	0	 Malabe	  Colombo
7311	House	26500000	2	7.0	3	1271.0	0	 Malabe	  Colombo
7312	House	16500000	2	6.5	3	1700.0	0	 Angoda	  Colombo
7313	House	17500000	2	7.0	3	1120.0	0	 Athurugiriya	  Colombo
7314	House	155000000	6	27.0	7	7100.0	1	 Nugegoda	  Colombo
7315	House	27500000	4	11.5	4	2005.0	0	 Malabe	  Colombo
7316	House	26500000	3	6.5	4	2200.0	1	 Malabe	  Colombo
7317	House	28500000	4	7.7	5	2500.0	0	 Piliyandala	  Colombo
7318	House	25000000	3	10.0	4	3000.0	0	 Negombo	  Gampaha
7319	House	115000000	4	22.0	5	4500.0	1	 Talawatugoda	  Colombo
7320	House	18200000	2	7.5	3	1300.0	0	 Malabe	  Colombo
7321	House	19000000	2	11.4	3	1900.0	1	 Malabe	  Colombo
7322	House	18500000	3	7.5	3	1500.0	0	 Malabe	  Colombo
7323	House	36000000	4	8.5	4	3100.0	0	 Piliyandala	  Colombo
7324	House	9000000	1	8.0	3	1300.0	0	 Angoda	  Colombo
7325	House	17000000	2	11.0	3	1600.0	1	 Negombo	  Gampaha
7326	House	9900000	1	10.0	3	1400.0	0	 Negombo	  Gampaha
7327	House	20500000	3	10.0	3	2000.0	0	 Negombo	  Gampaha
7328	House	30000000	3	20.0	4	3500.0	0	 Negombo	  Gampaha
7329	House	33500000	3	36.5	4	2300.0	0	 Talawatugoda	  Colombo
7330		27500000	1	10.0	2	1300.0	0	 Battaramulla	  Colombo
7331	House	31500000	4	13.2	4	2100.0	0	 Negombo	  Gampaha
7332	House	26000000	3	7.0	4	2200.0	0	 Piliyandala	  Colombo
7333	House	6500000	1	12.0	4	1500.0	0	 Gampola	  Kandy
7334	House	25500000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
7335	House	24800000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
7336	House	27000000	4	6.5	5	3000.0	0	 Piliyandala	  Colombo
7337	House	25500000	4	7.0	4	3000.0	0	 Piliyandala	  Colombo
7338	House	26000000	3	10.5	3	3000.0	0	 Piliyandala	  Colombo
7339	House	12800000	2	6.5	3	1250.0	0	 Piliyandala	  Colombo
7340	House	25500000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
7341	House	18500000	3	8.0	3	1542.0	1	 Piliyandala	  Colombo
7342	House	16000000	3	9.5	3	1500.0	0	 Piliyandala	  Colombo
7343	House	11000000	3	13.0	3	1800.0	0	 Negombo	  Gampaha
7344	House	26500000	3	10.0	3	2560.0	0	 Piliyandala	  Colombo
7345	House	24800000	3	6.0	4	6.0	0	 Piliyandala	  Colombo
7346	House	17500000	3	8.0	3	1500.0	0	 Piliyandala	  Colombo
7347	House	65000000	8	20.0	8	5000.0	0	 Mount Lavinia	  Colombo
7348	House	14000000	2	8.0	3	1500.0	0	 Piliyandala	  Colombo
7349	House	261000000	4	18.0	5	4000.0	0	 Colombo 7	  Colombo
7350	House	140000000	6	24.5	4	5300.0	0	 Dehiwala	  Colombo
7351	House	14000000	2	10.0	3	1550.0	0	 Piliyandala	  Colombo
7352	House	17500000	3	12.0	3	1550.0	0	 Piliyandala	  Colombo
7353	House	24000000	4	8.0	4	2865.0	0	 Piliyandala	  Colombo
7354	House	27000000	4	10.0	5	2996.0	0	 Piliyandala	  Colombo
7355	House	16000000	3	10.0	3	2875.0	0	 Piliyandala	  Colombo
7356	House	25500000	4	6.0	4	2875.0	0	 Piliyandala	  Colombo
7357	House	14000000	3	8.0	3	1652.0	0	 Piliyandala	  Colombo
7358	House	14000000	3	8.0	3	2865.0	0	 Piliyandala	  Colombo
7359	House	26000000	4	7.0	4	2965.0	0	 Piliyandala	  Colombo
7360	House	25500000	4	6.0	4	2986.0	0	 Piliyandala	  Colombo
7361	House	24800000	4	6.0	4	2986.0	0	 Piliyandala	  Colombo
7362	House	26000000	4	7.5	4	2986.0	0	 Piliyandala	  Colombo
7363	House	28000000	4	10.0	4	2986.0	0	 Piliyandala	  Colombo
7364	House	14000000	2	10.0	3	1542.0	0	 Piliyandala	  Colombo
7365	House	25500000	5	7.0	4	2875.0	0	 Piliyandala	  Colombo
7366	House	10999999	2	5.0	3	1099.0	1	 Wattala	  Gampaha
7367	House	44500000	5	10.0	4	4100.0	0	 Kandy City	  Kandy
7368	House	80000000	2	20.0	5	3800.0	0	 Ratmalana	  Colombo
7369	House	16000000	2	10.0	3	2000.0	0	 Panadura	  Kalutara
7370	House	20000000	2	10.0	4	1700.0	0	 Ratmalana	  Colombo
7371	House	16500000	3	10.1	3	2300.0	0	 Talawatugoda	  Colombo
7372	House	35500000	1	58.0	4	1800.0	0	 Piliyandala	  Colombo
7373	House	190000000	8	20.5	8	10000.0	0	 Talawatugoda	  Colombo
7374	House	135000000	4	14.5	4	4500.0	1	 Nugegoda	  Colombo
7375	House	7200000	1	6.5	3	800.0	0	 Piliyandala	  Colombo
7376	House	27500000	2	10.0	4	3200.0	0	 Ja-Ela	  Gampaha
7377	House	115000000	4	22.0	5	4500.0	0	 Battaramulla	  Colombo
7378	House	20000000	2	12.0	4	2500.0	0	 Piliyandala	  Colombo
7379	House	58000000	4	8.5	5	2900.0	0	 Nawala	  Colombo
7380	House	23500000	3	7.0	3	2000.0	1	 Kottawa	  Colombo
7381	House	15000000	2	7.0	3	1450.0	1	 Kesbewa	  Colombo
7382	House	15000000	2	7.0	3	1450.0	1	 Kottawa	  Colombo
7383	House	33000000	3	8.0	4	2900.0	1	 Kottawa	  Colombo
7384	House	4800000	1	23.0	2	800.0	0	 Gampaha City	  Gampaha
7385	House	50000000	7	8.8	8	4000.0	0	 Boralesgamuwa	  Colombo
7386	House	22500000	2	4.0	2	800.0	0	 Mount Lavinia	  Colombo
7387	House	15000000	1	2.66	2	400.0	0	 Colombo 5	  Colombo
7388	House	14500000	2	10.0	3	1650.0	0	 Piliyandala	  Colombo
7389	House	14000000	2	2.0	3	450.0	0	 Dehiwala	  Colombo
7390	House	29800000	4	6.3	6	3200.0	1	 Homagama	  Colombo
7391	House	6500000	1	20.0	2	1000.0	0	 Wariyapola	  Kurunegala
7392	House	17000000	2	11.0	3	1550.0	0	 Negombo	  Gampaha
7393	House	21000000	3	7.0	3	2431.0	0	 Piliyandala	  Colombo
7394	House	47500000	4	11.7	5	2350.0	0	 Kotte	  Colombo
7395	House	6750000	1	15.0	3	1200.0	0	 Nittambuwa	  Gampaha
7396	House	12000000	3	12.5	3	2000.0	0	 Negombo	  Gampaha
7397	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7398	House	4200000	1	2.1	2	975.0	0	 Kelaniya	  Gampaha
7399	House	8800000	2	19.0	3	1064.0	0	 Ella	  Badulla
7400	House	70000000	2	7.0	3	1100.0	0	 Dehiwala	  Colombo
7401	House	9000000	1	8.0	3	1400.0	0	 Katunayake	  Gampaha
7402	House	44000000	4	20.0	5	2750.0	0	 Maharagama	  Colombo
7403	House	15000000	2	5.0	2	1350.0	0	 Dehiwala	  Colombo
7404	House	14500000	2	13.0	3	1500.0	0	 Kelaniya	  Gampaha
7405	House	63500000	5	6.5	7	5000.0	0	 Colombo 6	  Colombo
7406	House	45000000	4	30.0	5	6500.0	0	 Negombo	  Gampaha
7407	House	47600000	1	13.5	3	1700.0	0	 Negombo	  Gampaha
7408	House	7500000	1	5.0	3	1500.0	0	 Negombo	  Gampaha
7409	House	9900000	1	10.0	3	1425.0	0	 Negombo	  Gampaha
7410	House	19500000	2	12.5	3	2000.0	0	 Negombo	  Gampaha
7411	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7412	House	60000000	2	20.0	3	2700.0	0	 Pannipitiya	  Colombo
7413	House	5500000	1	8.0	2	850.0	0	 Galle City	  Galle
7414	House	58590000	2	18.6	3	1500.0	0	 Ratmalana	  Colombo
7415	House	16000000	2	8.0	3	2228.0	0	 Panadura	  Kalutara
7416	House	27000000	3	24.0	5	3100.0	0	 Athurugiriya	  Colombo
7417	House	49500000	4	15.0	5	3500.0	0	 Dehiwala	  Colombo
7418	House	30000000	2	14.5	4	3750.0	0	 Kandana	  Gampaha
7419	House	3000000	1	7.0	3	1906.0	0	 Wadduwa	  Kalutara
7420	House	27000000	3	24.0	5	3100.0	0	 Malabe	  Colombo
7421	House	9800000	2	20.0	3	1500.0	0	 Gampaha City	  Gampaha
7422	House	30000000	2	40.0	5	1600.0	0	 Kalutara City	  Kalutara
7423	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7425	House	17000000	2	11.0	3	1550.0	0	 Negombo	  Gampaha
7426	House	25500000	3	7.5	4	2593.0	1	 Piliyandala	  Colombo
7427	House	10000000	2	28.0	6	1800.0	0	 Kurunegala City	  Kurunegala
7428	House	42500000	2	15.0	3	2700.0	0	 Pannipitiya	  Colombo
7429	House	24000000	3	13.0	6	4000.0	0	 Pannipitiya	  Colombo
7430	House	25500000	4	7.5	5	2691.0	1	 Piliyandala	  Colombo
7431	House	27000000	3	16.0	5	3500.0	0	 Athurugiriya	  Colombo
7432	House	25000000	2	7.43	2	2023.0	0	 Dehiwala	  Colombo
7433	House	25500000	3	7.5	4	2632.0	1	 Piliyandala	  Colombo
7434	House	24800000	4	6.5	4	2435.0	1	 Piliyandala	  Colombo
7435	House	28500000	4	8.5	4	2552.0	1	 Piliyandala	  Colombo
7436	House	16500000	1	15.5	3	800.0	0	 Kiribathgoda	  Gampaha
7437	House	53000000	4	10.0	5	4000.0	0	 Malabe	  Colombo
7438	House	25500000	4	6.5	4	2469.0	1	 Piliyandala	  Colombo
7439	House	18500000	3	8.5	3	1593.0	1	 Piliyandala	  Colombo
7440	House	18500000	3	8.5	3	1599.0	0	 Piliyandala	  Colombo
7441	House	68000000	5	11.0	7	5000.0	0	 Kohuwala	  Colombo
7442	House	9000000	2	21.0	3	1301.0	0	 Kuruwita	  Ratnapura
7443	House	15000000	1	18.0	3	2000.0	0	 Ja-Ela	  Gampaha
7444	House	11000000	2	10.0	5	2000.0	0	 Negombo	  Gampaha
7445	House	19000000	2	12.5	3	2000.0	0	 Kaduwela	  Colombo
7446	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7447	House	55000000	5	32.0	6	3600.0	0	 Kandy City	  Kandy
7448	House	45000000	2	20.0	5	3500.0	0	 Anuradhapura City	  Anuradhapura
7449	House	28000000	3	10.0	4	2650.0	0	 Homagama	  Colombo
7450	House	6000000	2	40.0	4	1700.0	0	 Padukka	  Colombo
7451	House	23000000	4	7.0	4	2600.0	1	 Malabe	  Colombo
7452	House	8800000	1	10.0	2	1400.0	0	 Ganemulla	  Gampaha
7453	House	13500000	2	10.0	2	2000.0	0	 Beruwala	  Kalutara
7455	House	26500000	3	43.0	3	2850.0	0	 Negombo	  Gampaha
7456	House	27500000	4	8.0	4	3012.0	0	 Piliyandala	  Colombo
7457	House	4000000	1	5.0	2	550.0	0	 Colombo 10	  Colombo
7458	House	16500000	2	12.5	3	3150.0	0	 Negombo	  Gampaha
7459	House	20000000	1	10.79	3	2360.0	0	 Piliyandala	  Colombo
7460	House	4800000	1	24.0	4	1196.0	0	 Tangalla	  Hambantota
7461	House	37000000	3	15.0	5	3000.0	0	 Malabe	  Colombo
7462	House	21000000	2	13.99	3	1400.0	0	 Malabe	  Colombo
7463	House	19500000	2	12.5	3	2000.0	0	 Negombo	  Gampaha
7464	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7465	House	26500000	3	10.5	4	3150.0	1	 Negombo	  Gampaha
7466	House	13500000	1	10.5	3	1500.0	0	 Kandy City	  Kandy
7467	House	14500000	2	15.0	4	2000.0	0	 Ganemulla	  Gampaha
7468	House	6000000	1		1	10890.0	0	 Mahiyanganaya	  Badulla
7469	House	10400000	2	4.0	2	2500.0	0	 Battaramulla	  Colombo
7470	House	60000000	3	20.0	5	1800.0	0	 Maharagama	  Colombo
7471	House	2500000	2	15.0	2	1500.0	0	 Dankotuwa	  Puttalam
7472	House	12000000	2	17.5	4	2200.0	0	 Godagama	  Colombo
7473	House	62500000	1	24.0	5	1900.0	0	 Maharagama	  Colombo
7474	House	28000000	4	10.0	4	2800.0	0	 Malabe	  Colombo
7475	House	7300000	2	12.5	3	1400.0	0	 Panadura	  Kalutara
7476	House	18000000	1	6.0	3	1500.0	0	 Nugegoda	  Colombo
7477	House	3950000	1	14.2	3	1150.0	0	 Elpitiya	  Galle
7478	House	60000000	6	30.0	6	6000.0	0	 Negombo	  Gampaha
7479	House	11000000	2	10.0	5	2100.0	0	 Negombo	  Gampaha
7480	House	15000000	1	10.5	2	1300.0	0	 Negombo	  Gampaha
7481	House	17500000	2	13.0	4	1830.0	0	 Kottawa	  Colombo
7482	House	16500000	2	7.5	3	1250.0	1	 Malabe	  Colombo
7483	House	145000000	5	62.0	5	5570.0	0	 Malabe	  Colombo
7484	House	17000000	2	11.0	3	1550.0	0	 Negombo	  Gampaha
7485	House	32500000	2	32.0	4	3400.0	0	 Ganemulla	  Gampaha
7486	House	100000000	4	10.0	4	4000.0	1	 Kotte	  Colombo
7487	House	52000000	4	13.0	5	3600.0	1	 Nugegoda	  Colombo
7488	House	28500000	5	8.5	4	2506.0	1	 Piliyandala	  Colombo
7489	House	120000000	4	14.1	5	5044.0	0	 Colombo 6	  Colombo
7490	House	16000000	3	8.0	3	1500.0	0	 Piliyandala	  Colombo
7491	House	17500000	3	12.0	4	1500.0	0	 Piliyandala	  Colombo
7492	House	18500000	3	12.0	4	1500.0	0	 Piliyandala	  Colombo
7493	House	26500000	3	9.5	4	3500.0	0	 Piliyandala	  Colombo
7494	House	12800000	2	6.5	3	1250.0	0	 Piliyandala	  Colombo
7495	House	14000000	2	10.0	3	1500.0	0	 Piliyandala	  Colombo
7496	House	14000000	2	8.0	3	1500.0	0	 Piliyandala	  Colombo
7497	House	25500000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
7498	House	14000000	2	8.5	3	1450.0	1	 Piliyandala	  Colombo
7499	House	23500000	3	7.0	3	3000.0	0	 Piliyandala	  Colombo
7500	House	27000000	3	19.0	4	3000.0	0	 Piliyandala	  Colombo
7501	House	55000000	4	7.96	5	2500.0	0	 Mount Lavinia	  Colombo
7502	House	25500000	5	7.0	4	3000.0	0	 Piliyandala	  Colombo
7503	House	14000000	3	10.0	3	1460.0	1	 Piliyandala	  Colombo
7504	House	25500000	4	6.2	4	2500.0	0	 Piliyandala	  Colombo
7505	House	25500000	4	7.5	4	2500.0	0	 Piliyandala	  Colombo
7506	House	44000000	4	8.26	4	3500.0	0	 Mount Lavinia	  Colombo
7507	House	14900000	3	9.4	3	1250.0	0	 Kaduwela	  Colombo
7508	House	24000000	3	10.0	3	900.0	0	 Malabe	  Colombo
7509	House	12000000	1	22.0	3	1500.0	0	 Galle City	  Galle
7510	House	17500000	3	10.0	5	2500.0	0	 Athurugiriya	  Colombo
7511	House	3800000	1	16.5	1	1500.0	0	 Gampaha City	  Gampaha
7512	House	21000000	4	6.0	4	2005.0	1	 Athurugiriya	  Colombo
7513	House	45500000	3	9.6	4	2600.0	0	 Nawala	  Colombo
7514	House	44000000	5	12.5	6	6500.0	1	 Talawatugoda	  Colombo
7515	House	15000000	2	17.0	4	2000.0	0	 Athurugiriya	  Colombo
7516	House	38500000	4	25.0	8	4000.0	0	 Nittambuwa	  Gampaha
7517	House	8800000	2	2.0	3	544.0	0	 Mount Lavinia	  Colombo
7518	House	22000000	4	6.0	5	2067.0	1	 Athurugiriya	  Colombo
7519	House	31500000	2	15.0	4	1800.0	0	 Kaduwela	  Colombo
7520	House	36000000	4	10.0	4	3000.0	1	 Malabe	  Colombo
7521	House	10000000	1	95.0	4	500.0	0	 Ruwanwella	  Kegalle
7522	House	20500000	2	10.0	3	1600.0	0	 Negombo	  Gampaha
7523	House	11900000	2	6.0	4	2200.0	0	 Athurugiriya	  Colombo
7524	House	140000000	3	15.6	3	3500.0	0	 Colombo 5	  Colombo
7525	House	30500000	3	7.5	4	3200.0	0	 Piliyandala	  Colombo
7526	House	28500000	4	7.7	5	2500.0	0	 Piliyandala	  Colombo
7527	House	19000000	2	11.4	3	1900.0	0	 Athurugiriya	  Colombo
7528	House	26000000	3	7.0	4	2200.0	0	 Piliyandala	  Colombo
7529	House	33500000	4	10.0	4	4000.0	0	 Piliyandala	  Colombo
7530	House	36000000	4	8.5	4	3100.0	0	 Piliyandala	  Colombo
7531	House	40000000	4	10.0	5	3000.0	0	 Piliyandala	  Colombo
7532	House	9900000	1	10.0	3	1420.0	0	 Negombo	  Gampaha
7533	House	14900000	2	15.0	4	1536.0	0	 Dankotuwa	  Puttalam
7534	House	26500000	3	10.5	4	3150.0	0	 Negombo	  Gampaha
7535	House	14200000	2	7.6	3	1070.0	0	 Malabe	  Colombo
7536	House	26500000	3	10.0	4	3500.0	1	 Negombo	  Gampaha
7537	House	31500000	4	13.2	4	2100.0	0	 Negombo	  Gampaha
7538	House	26000000	3	10.5	4	2400.0	0	 Malabe	  Colombo
7539	House	30000000	3	20.0	4	3500.0	0	 Negombo	  Gampaha
7540	House	36000000	3	7.6	4	3600.0	0	 Malabe	  Colombo
7541	House	25000000	3	10.0	4	3000.0	0	 Negombo	  Gampaha
7542	House	40000000	5	11.0	5	3500.0	0	 Talawatugoda	  Colombo
7543	House	49500000	4	10.0	4	4200.0	1	 Talawatugoda	  Colombo
